"cmc","oracle_text","rarity","num_printings","price"
2,"Devoid (This card has no color.)
{C}: Stalking Drone gets +1/+2 until end of turn. Activate only once each turn. ({C} represents colorless mana.)","common",2,0.1
3,"When Stalking Leonin enters the battlefield, secretly choose an opponent.
Reveal the player you chose: Exile target creature that's attacking you if it's controlled by the chosen player. Activate only once.","rare",3,0.21
4,"Stalking Tiger can't be blocked by more than one creature.","common",7,0.1
7,"Haste
Whenever another creature you control dies, it deals damage equal to its power to target player or planeswalker.","rare",5,0.19
4,"When Stalking Yeti enters the battlefield, if it's on the battlefield, it deals damage equal to its power to target creature an opponent controls and that creature deals damage equal to its power to Stalking Yeti.
{2}{S}: Return Stalking Yeti to its owner's hand. Activate only as a sorcery. ({S} can be paid with one mana from a snow source.)","uncommon",1,0.2
3,"Kicker {1}{U} (You may pay an additional {1}{U} as you cast this spell.)
Tap up to two target creatures. If this spell was kicked, put a stun counter on each of those creatures. (If a permanent with a stun counter would become untapped, remove one from it instead.)
Draw a card.","common",1,0.04
4,"Delirium — {1}{B}: Stallion of Ashmouth gets +1/+1 until end of turn. Activate only if there are four or more card types among cards in your graveyard.","common",2,0.12
3,"Flying (This creature can't be blocked except by creatures with flying or reach.)
Renown 1 (When this creature deals combat damage to a player, if it isn't renowned, put a +1/+1 counter on it and it becomes renowned.)","common",3,0.08
2,"Defender
Other creatures you control with defender get +0/+2.","common",1,0.52
4,"You may pay {1}{W} and exile a creature card from your graveyard rather than pay this spell's mana cost.
Flying","common",2,0.05
5,"When Stalwarts of Osgiliath enters the battlefield, the Ring tempts you.
Whenever you draw your second card each turn, put a +1/+1 counter on Stalwarts of Osgiliath.","common",2,0.19
3,"Enchant creature
Enchanted creature has vigilance.
Sacrifice Stamina: Regenerate enchanted creature.","uncommon",1,0.23
3,"As Stamp of Approval enters the battlefield, choose a watermark.
Creatures you control with the chosen watermark get +1/+1.","uncommon",1,0.09
1,"{1}{G}, {T}, Discard a card: Creatures you control get +1/+1 and gain trample until end of turn.","uncommon",2,0.07
3,"Trample
At the beginning of each combat, if you control a creature with power 4 or greater, Stampede Rider gets +1/+1 until end of turn.","common",1,0.01
5,"Formidable — Whenever Stampeding Elk Herd attacks, if creatures you control have total power 8 or greater, creatures you control gain trample until end of turn.","common",1,0.04
5,"Stampeding Horncrest has haste as long as you control another Dinosaur.","common",1,0.04
5,"Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)","common",3,0.11
4,"Trample
At the beginning of your upkeep, return a green creature you control to its owner's hand.","uncommon",1,0.21
4,"Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
At the beginning of your upkeep, return a green creature you control to its owner's hand.","uncommon",5,0.15
4,NA,"uncommon",2,0.02
1,"Target creature gets +1/+1 until end of turn. Scry 2. (Look at the top two cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)","common",2,0.13
5,"Put two +1/+1 counters on target creature and two +1/+1 counters on another target creature.","uncommon",1,0.12
4,"At the beginning of combat on your turn, for each defending player, separate all creatures that player controls into two piles and that player chooses one. Only creatures in the chosen piles can block this turn.","rare",1,0.23
2,"While an opponent is choosing targets as part of casting a spell they control or activating an ability they control, that player must choose at least one Flagbearer on the battlefield if able.","common",1,0.68
2,"Choose a creature type other than Wall. Each creature becomes that type until end of turn.","rare",1,0.86
3,"{1}, {T}, Pay 1 life: Add one mana of any color.","uncommon",1,0.63
3,"Vigilance","common",9,0.04
2,"When a player casts a spell, sacrifice Standstill. If you do, each of that player's opponents draws three cards.","rare",2,8.48
6,"When Stangg enters the battlefield, create Stangg Twin, a legendary 3/4 red and green Human Warrior creature token. Exile that token when Stangg leaves the battlefield. Sacrifice Stangg when that token leaves the battlefield.","uncommon",5,0.13
4,"Whenever Stangg, Echo Warrior attacks, create Stangg Twin, a legendary 3/4 red and green Human Warrior creature token. It enters the battlefield tapped and attacking. For each Aura and Equipment attached to Stangg, create a token that's a copy of it attached to Stangg Twin. Sacrifice all tokens created this way at the beginning of the next end step.","rare",2,0.19
2,"Star Compass enters the battlefield tapped.
{T}: Add one mana of any color that a basic land you control could produce.","uncommon",5,1.62
1,"Star Pupil enters the battlefield with a +1/+1 counter on it.
When Star Pupil dies, put its counters on target creature you control.","common",1,0.03
8,"Flying, vigilance
Other creatures you control have ward {2}.
Suspend 6—{1}{U} (Rather than cast this card from your hand, you may pay {1}{U} and exile it with six time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, cast it without paying its mana cost. It has haste.)","uncommon",2,0.24
4,"Whenever Star-Crowned Stag attacks, tap target creature defending player controls.","common",2,0.03
5,"Starfall deals 3 damage to target creature. If that creature is an enchantment, Starfall deals 3 damage to that creature's controller.","common",1,0.03
2,"Enchantment spells you cast cost {1} less to cast.
Whenever an enchantment you control is put into a graveyard from the battlefield, put a +1/+1 counter on Starfield Mystic.","rare",5,0.43
5,"At the beginning of your upkeep, you may return target enchantment card from your graveyard to the battlefield.
As long as you control five or more enchantments, each other non-Aura enchantment you control is a creature in addition to its other types and has base power and base toughness each equal to its mana value.","mythic",2,2.03
0,"At the beginning of your draw step, you may draw an additional card. If you do, put a card from your hand on the bottom of your library.","rare",1,6.77
3,"{T}: Destroy target artifact or creature. That permanent's controller gains control of Starke of Rath. (This effect lasts indefinitely.)","rare",3,0.4
2,"{7}{W}: You gain 5 life.","uncommon",2,0.39
4,"Parade! — At the beginning of combat on your turn, choose creatures you control one at a time until each creature you control has been chosen. Each of those creatures gets +1/+1 until end of turn for each creature chosen before it. (Places everyone! The first creature in line gets +0/+0.)","rare",2,0.48
5,"Flying","uncommon",2,0.74
2,"Flash
Enchant creature you control
When Starlit Mantle enters the battlefield, enchanted creature gains hexproof until end of turn. (It can't be the target of spells or abilities your opponents control.)
Enchanted creature gets +1/+1.","common",1,0.02
0,"{T}: Add {C}.
{W}, {T}, Sacrifice a Cleric creature: You gain life equal to the sacrificed creature's toughness.
{B}, {T}, Sacrifice a Cleric creature: Target player loses life equal to the sacrificed creature's power.","uncommon",2,0.06
3,"Flying
Artifact and enchantment spells you cast cost {1} less to cast.","common",1,0.21
4,NA,"mythic",2,1.38
2,"Starstorm deals X damage to each creature.
Cycling {3} ({3}, Discard this card: Draw a card.)","rare",11,0.18
3,NA,"rare",2,0.2
4,"Vehicles you control become artifact creatures until end of turn. Creatures you control get +2/+0 until end of turn.","uncommon",1,0.05
3,"Choose one —
• Start from Scratch deals 1 damage to any target.
• Destroy target artifact.","uncommon",1,0.03
2,"Target creature gets -2/-0 until end of turn. Create a 2/2 black Zombie creature token with decayed. (It can't block. When it attacks, sacrifice it at end of combat.)
Draw a card.","common",2,0.13
2,"Until end of turn, target creature becomes a blue Serpent with base power and toughness 4/4.
Cycling {1} ({1}, Discard this card: Draw a card.)","common",2,0.09
1,"{G}, Sacrifice a creature: You gain 1 life.","uncommon",1,0.12
4,"When Starving Revenant enters the battlefield, surveil 2. Then for each card you put on top of your library, you draw a card and you lose 3 life.
Descend 8 — Whenever you draw a card, if there are eight or more permanent cards in your graveyard, target opponent loses 1 life and you gain 1 life.","rare",2,0.22
5,"Enchant creature
Enchanted creature doesn't untap during its controller's untap step.
{3}{U}: Attach Stasis Cell to target creature.","common",2,0.03
2,"Enchant artifact
Enchanted artifact can't attack or block, and its activated abilities can't be activated.","common",1,0.04
2,"Enchant creature
Enchanted creature has base power and toughness 0/2, has defender, and loses all other abilities.","common",1,0.03
3,"Flash (You may cast this spell any time you could cast an instant.)
When Stasis Snare enters the battlefield, exile target creature an opponent controls until Stasis Snare leaves the battlefield. (That creature returns under its owner's control.)","uncommon",4,0.26
4,"Prevent all combat damage that would be dealt to and dealt by creatures you control.","rare",1,3.6
4,"When Static Net enters the battlefield, exile target nonland permanent an opponent controls until Static Net leaves the battlefield.
When Static Net enters the battlefield, you gain 2 life and create a tapped Powerstone token. (It's an artifact with ""{T}: Add {C}. This mana can't be spent to cast a nonartifact spell."")","uncommon",1,0.03
5,NA,"uncommon",1,0.1
4,"Counter target spell. If you control a blue creature, draw a card, then discard a card.","common",1,0.04
2,"When Staunch Crewmate enters the battlefield, look at the top four cards of your library. You may reveal an artifact or Pirate card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.","uncommon",1,0.15
1,"","common",1,0.02
5,"Vigilance
When Staunch Throneguard enters the battlefield, you become the monarch.","common",2,0.01
4,"Heroic — Whenever you cast a spell that targets Staunch-Hearted Warrior, put two +1/+1 counters on Staunch-Hearted Warrior.","common",2,0.05
1,"Target creature gains protection from the color of your choice until end of turn.","common",4,0.12
4,"Vigilance
{1}{W}, {T}: Steadfast Armasaur deals damage equal to its toughness to target creature blocking or blocked by it.","uncommon",1,0.04
3,"Vigilance (Attacking doesn't cause this creature to tap.)
When Steadfast Sentry dies, put a +1/+1 counter on target creature you control.","common",1,0.03
2,"Creatures you control get +0/+3 until end of turn.","common",2,0.16
2,"Untap target creature. It gets +1/+4 and gains reach until end of turn.","common",1,0.02
3,"Proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)
Draw a card.","common",3,0.28
3,"Deathtouch
When Steady-Handed Mook enters the battlefield, it assembles a Contraption. (Put the top card of your Contraption deck face up onto one of your sprockets.)","common",1,0.06
4,"Enchant artifact
You control enchanted artifact.","uncommon",19,3.04
2,"Enchant enchantment
You control enchanted enchantment.","uncommon",1,3.46
2,"Target creature gets +1/+1 until end of turn. Another target creature gets -1/-1 until end of turn.","common",1,0.12
3,"Put two +1/+1 counters on target creature you control. That creature can't be blocked this turn.","common",1,0.02
4,"Reveal the top five cards of your library and separate them into two piles. An opponent chooses one of those piles. Put that pile into your hand and the other into your graveyard.","rare",3,0.11
3,"Steam Blast deals 2 damage to each creature and each player.","uncommon",2,0.19
3,"Steam Frigate can't attack unless defending player controls an Island.","common",1,0.22
5,"Reach (This creature can block creatures with flying.)
{R}: Steam Spitter gets +1/+0 until end of turn.","uncommon",1,0.23
3,"Enchant land
When enchanted land becomes tapped, destroy it and Steam Vines deals 1 damage to that land's controller. That player attaches Steam Vines to a land of their choice.","uncommon",1,0.23
0,"{5}:
Augment {4} ({4}, Reveal this card from your hand: Combine it with target host. Augment only as a sorcery.)","uncommon",1,0.14
2,"{3}, {T}: Exile target card from a graveyard.
{1}, Sacrifice Steamclaw: Exile target card from a graveyard.","uncommon",1,0.16
4,"When Steamcore Weird enters the battlefield, if {R} was spent to cast it, it deals 2 damage to any target.","common",3,0.08
4,"Other Riggers you control get +1/+0 and have haste.
If a Rigger you control would assemble a Contraption, it assembles two Contraptions instead.","rare",3,0.1
3,"Whenever another Goblin enters the battlefield under your control, you may pay {1}. If you do, Steamflogger Service Rep assembles a Contraption. (Put the top card of your Contraption deck face up onto one of your sprockets.)","uncommon",1,0.12
2,"{6}, {T}: Steamflogger Temp assembles a Contraption. (Put the top card of your Contraption deck face up onto one of your sprockets.)","uncommon",1,0.16
6,"Roll a six-sided die. Assemble a number of Contraptions equal to the result. (To assemble a Contraption, put the top card of your Contraption deck face up onto one of your sprockets.)","uncommon",1,0.12
3,"Steel Dromedary enters the battlefield tapped with two +1/+1 counters on it.
Steel Dromedary doesn't untap during your untap step if it has a +1/+1 counter on it.
At the beginning of combat on your turn, you may move a +1/+1 counter from Steel Dromedary onto target creature.","uncommon",1,0.03
5,"Trample
Steel Exemplar enters the battlefield with two +1/+1 counters on it unless two or more colors of mana were spent to cast it.","uncommon",1,0.03
3,"You can't cast creature spells.","uncommon",2,1.21
6,"Flying
{2}: Steel Hellkite gets +1/+0 until end of turn.
{X}: Destroy each nonland permanent with mana value X whose controller was dealt combat damage by Steel Hellkite this turn. Activate only once each turn.","rare",12,0.34
6,"First strike
When Steel Leaf Paladin enters the battlefield, return a green or white creature you control to its owner's hand.","common",1,0.11
2,"{T}: Put a +1/+1 counter on each artifact creature you control.","rare",9,0.81
1,"Choose one —
• Counter target artifact spell.
• Return target artifact to its owner's hand.","common",2,0.1
2,"Whenever you roll a 5 or higher on a die, Steel Squirrel gets +X/+X until end of turn, where X is the result.
{6}: Roll a six-sided die.","uncommon",1,0.48
3,"Enchant creature
As long as enchanted creature is white, it gets +1/+1 and has lifelink. (Damage dealt by the creature also causes its controller to gain that much life.)
As long as enchanted creature is blue, it gets +1/+1 and can't be blocked.","common",2,1.19
5,"Flying
Whenever Steel-Plume Marshal attacks, other attacking creatures you control with flying get +2/+2 until end of turn.","rare",2,0.15
2,"Steelbane Hydra enters the battlefield with X +1/+1 counters on it.
{2}{G}, Remove a +1/+1 counter from Steelbane Hydra: Destroy target artifact or enchantment.","rare",2,2.99
6,"Steelclad Serpent can't attack unless you control another artifact.","common",1,0.2
2,"Defender
Whenever an enchantment enters the battlefield under your control, Steelclad Spirit can attack this turn as though it didn't have defender.","common",2,0.05
2,"Equipped creature gets +2/+2.
Equip Knight {1}
Equip {3}","uncommon",1,0.04
5,"Flying
Whenever you draw your second card each turn, Steelgaze Griffin gets +2/+0 until end of turn.","common",2,0.02
3,"Creatures you control get +1/+1 until end of turn.
Forecast — {W}, Reveal Steeling Stance from your hand: Target creature gets +1/+1 until end of turn. (Activate only during your upkeep and only once each turn.)","common",1,0.05
4,"{W}, {T}, Return Steelshaper Apprentice to its owner's hand: Search your library for an Equipment card, reveal that card, put it into your hand, then shuffle.","rare",1,0.5
2,"As Steely Resolve enters the battlefield, choose a creature type.
Creatures of the chosen type have shroud. (They can't be the targets of spells or abilities.)","rare",1,20.5
3,"{3}{U}: Steeple Creeper gains flying until end of turn.","common",1,0.03
5,"Flying, first strike","common",1,0.03
3,"Nonartifact creatures get -1/-1 until end of turn.","common",2,0.13
4,"Destroy all Plains. For each land destroyed this way, Stench of Evil deals 1 damage to that land's controller unless they pay {2}.","uncommon",1,0.22
4,"Flying
At the beginning of the end step, if you control no Goblins, sacrifice Stenchskipper.","rare",1,0.18
2,"As Stenn, Paranoid Partisan enters the battlefield, choose a card type other than creature or land.
Spells you cast of the chosen type cost {1} less to cast.
{1}{W}{U}: Exile Stenn. Return it to the battlefield under its owner's control at the beginning of the next end step.","rare",5,0.22
0,"Whenever a creature deals damage to one or more players for the first time each turn, put a +1/+1 counter on it.
Whenever chaos ensues, each creature you control gains ""{T}: This creature deals 1 damage to target player or planeswalker"" until end of turn.","common",3,0.67
3,"Stensia Banquet deals damage to target opponent or planeswalker equal to the number of Vampires you control.
Draw a card.","common",1,0.07
0,"{T}: Add {C}.
{3}{B}{R}, {T}: Stensia Bloodhall deals 2 damage to target player or planeswalker.","rare",3,0.15
4,"When Stensia Innkeeper enters the battlefield, tap target land an opponent controls. That land doesn't untap during its controller's next untap step.","common",1,0.03
4,"Open two Attractions. (Put the top two cards of your Attraction deck onto the battlefield.)","common",2,0.03
5,"Return two target creatures to their owners' hands.
Wizardcycling {2} ({2}, Discard this card: Search your library for a Wizard card, reveal it, put it into your hand, then shuffle.)","common",2,0.09
5,"Flying, vigilance
{1}{W}: Target creature with a +1/+1 counter on it gains flying and vigilance until end of turn.","uncommon",3,0.33
1,"Landfall — Whenever a land enters the battlefield under your control, Steppe Lynx gets +2/+2 until end of turn.","common",2,0.09
1,"{T}, Discard a card: Tap target creature.","common",1,0.02
1,"Return target creature or enchantment an opponent controls to its owner's hand.","common",1,0.13
3,"{T}: Each player loses 1 life for each Swamp they control.","uncommon",1,0.22
3,"Draw two cards, then discard a card. Create a tapped Powerstone token. (It's an artifact with ""{T}: Add {C}. This mana can't be spent to cast a nonartifact spell."")","common",1,0.03
3,"{T}: Target creature gets +2/+2 until end of turn. Activate only during your turn, before attackers are declared.","rare",1,0.63
4,"Soulbond (You may pair this creature with another unpaired creature when either enters the battlefield. They remain paired for as long as you control both of them.)
As long as Stern Mentor is paired with another creature, each of those creatures has ""{T}: Target player mills two cards.""","uncommon",1,0.15
2,"When Stern Proctor enters the battlefield, return target artifact or enchantment to its owner's hand.","uncommon",1,0.34
1,"Counter target creature spell with power or toughness 2 or less.","uncommon",2,0.75
6,"Flying
Whenever Stet, Draconic Proofreader attacks, you may exile a card from your graveyard. When you do, Stet, Draconic Proofreader deals 4 damage to any target whose name begins with the same letter as the exiled card.
{W}: Delete the first letter of target permanent or player's name until end of turn.","rare",1,0.12
3,"Target creature you control deals damage equal to its power to target creature you don't control. Create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")","uncommon",2,0.21
2,"Vigilance
{T}: Add {G}.","common",3,0.25
1,"Enchant creature
Enchanted creature has menace and ""Whenever this creature deals combat damage to a player, create a Treasure token."" (It can't be blocked except by two or more creatures. The token is an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")
When enchanted creature dies, draw a card.","common",1,0.15
0,"{TK}{TK} — Whenever this permanent dies, you may return target creature to its owner's hand.
{TK}{TK}{TK}{TK} — Whenever this creature attacks, creatures you control get +1/+1 until end of turn.
{TK}{TK} — 3/3
{TK}{TK}{TK} — 2/6","common",1,0.14
2,"Wither (This deals damage to creatures in the form of -1/-1 counters.)
Whenever Stigma Lasher deals damage to a player, that player can't gain life for the rest of the game.","rare",3,1.83
3,"{G}{G}: Still Life becomes a 4/3 Centaur creature in addition to its other types until end of turn.","uncommon",1,0.16
3,"Protection from white and from black
{W/B}: Stillmoon Cavalier gains flying until end of turn.
{W/B}: Stillmoon Cavalier gains first strike until end of turn.
{W/B}{W/B}: Stillmoon Cavalier gets +1/+0 until end of turn.","rare",1,2.75
4,"When Stimulus Package enters the battlefield, create two Treasure tokens. (They're artifacts with ""{T}, Sacrifice this artifact: Add one mana of any color."")
Sacrifice a Treasure: Create a 1/1 green and white Citizen creature token.","uncommon",1,0.06
2,"Equipped creature gets +1/+1 and has haste.
At the beginning of each combat, untap equipped creature.
Equipped creature has first strike as long as it's blocking or blocked by a Goblin or Orc.
Equip {2}","rare",4,0.75
4,"Flash
Flying
When Stingblade Assassin enters the battlefield, destroy target creature an opponent controls that was dealt damage this turn.","common",1,0.03
5,"Reach
When Stingerfling Spider enters the battlefield, you may destroy target creature with flying.","uncommon",5,0.05
4,"Defender (This creature can't attack.)
{U}, {T}: Stinging Barrier deals 1 damage to any target.","common",1,0.13
3,"Deathtouch
Descend 4 — Whenever Stinging Cave Crawler attacks, if there are four or more permanent cards in your graveyard, you draw a card and you lose 1 life.","uncommon",1,0.09
3,"Toxic 1 (Players dealt combat damage by this creature also get a poison counter.)
When Stinging Hivemaster dies, create a 1/1 colorless Phyrexian Mite artifact creature token with toxic 1 and ""This creature can't block.""","common",1,0.03
2,"{1}{U}, {T}: Stinging Licid loses this ability and becomes an Aura enchantment with enchant creature. Attach it to target creature. You may pay {U} to end this effect.
Whenever enchanted creature becomes tapped, Stinging Licid deals 2 damage to that creature's controller.","uncommon",1,0.16
2,"Whenever you cast your first spell during each opponent's turn, you may tap or untap target nonland permanent.","uncommon",3,0.12
5,"When this creature enters the battlefield, target creature an opponent controls gets -1/-1 until end of turn.","common",2,0.03
4,"Stingmoggie enters the battlefield with two +1/+1 counters on it.
{3}{R}, Remove a +1/+1 counter from Stingmoggie: Destroy target artifact or land.","common",1,0.11
2,"Echo {3}{R} (At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)
When Stingscourger enters the battlefield, return target creature an opponent controls to its owner's hand.","common",4,0.03
4,"Prowl {1}{B} (You may cast this for its prowl cost if you dealt combat damage to a player this turn with a Goblin or Rogue.)
Whenever a Rogue you control attacks and isn't blocked, it gets +2/+1 until end of turn.","uncommon",2,0.08
3,"Giant spells you cast cost {2} less to cast.","common",4,0.22
3,"Flying
Whenever Stinkweed Imp deals combat damage to a creature, destroy that creature.
Dredge 5 (If you would draw a card, you may mill five cards instead. If you do, return this card from your graveyard to your hand.)","special",9,0.85
1,"Return target creature card with mana value X or less from your graveyard to the battlefield.","common",1,0.18
5,"Choose one —
• Creatures you control get +2/+2 until end of turn.
• Until end of turn, creatures you control gain ""Whenever this creature deals damage, you gain that much life.""
Entwine {1}{W} (Choose both if you pay the entwine cost.)","uncommon",3,0.09
6,"Create three 2/2 black Zombie creature tokens.
Cycling {3}{B} ({3}{B}, Discard this card: Draw a card.)
When you cycle Stir the Sands, create a 2/2 black Zombie creature token.","uncommon",1,0.04
1,"Flying
Stirge can't block.
Blood Drain — {1}{B}, Pay 1 life, Sacrifice Stirge: Draw a card.","common",1,0.04
4,"Defender
When Stirring Bard enters the battlefield, you take the initiative.
Mantle of Inspiration — {T}: Target creature gains menace and haste until end of turn.","common",1,0.04
0,"Stirring Wildwood enters the battlefield tapped.
{T}: Add {G} or {W}.
{1}{G}{W}: Until end of turn, Stirring Wildwood becomes a 3/4 green and white Elemental creature with reach. It's still a land.","rare",5,0.7
2,"Return target creature card from your graveyard to your hand.
Threshold — Return that card from your graveyard to the battlefield instead if seven or more cards are in your graveyard.","uncommon",7,3.09
3,"Flip a coin. If you win the flip, take an extra turn after this one.","rare",2,5.06
3,"Exploit (When this creature enters the battlefield, you may sacrifice a creature.)
When Stitched Assistant exploits a creature, scry 1, then draw a card. (To scry 1, look at the top card of your library, then you may put that card on the bottom of your library.)","common",2,0.05
3,"As an additional cost to cast this spell, exile a creature card from your graveyard.
Flying","common",4,0.02
3,"Stitched Mangler enters the battlefield tapped.
When Stitched Mangler enters the battlefield, tap target creature an opponent controls. That creature doesn't untap during its controller's next untap step.","common",1,0.03
5,"{2}{U}, {T}: Each player mills three cards. Exile up to two creature cards put into graveyards this way. Create an X/X blue Zombie creature token, where X is the total power of the cards exiled this way.","rare",4,0.09
1,"When Stitcher's Supplier enters the battlefield or dies, mill three cards.","uncommon",5,1.83
3,"When Stockpiling Celebrant enters the battlefield, you may return another target nonland permanent you control to its owner's hand. If you do, scry 2.","common",1,0.02
4,"Flying, vigilance
Players can't untap more than one creature during their untap steps.","rare",2,0.43
3,"When Stoic Builder enters the battlefield, you may return target land card from your graveyard to your hand.","common",2,0.19
3,"Defender (This creature can't attack.)
Flying
When Stoic Ephemera blocks, sacrifice it at end of combat.","uncommon",2,0.13
4,"When Stoic Farmer enters the battlefield, search your library for a basic Plains card and reveal it. If an opponent controls more lands than you, put it onto the battlefield tapped. Otherwise put it into your hand. Then shuffle.
Foretell {1}{W} (During your turn, you may pay {2} and exile this card from your hand face down. Cast it on a later turn for its foretell cost.)","rare",1,0.26
3,"Metalcraft — This spell costs {1} less to cast if you control three or more artifacts.
Counter target spell.","common",3,0.31
4,"Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.)
Stoke the Flames deals 4 damage to any target.","uncommon",4,0.05
4,"Target opponent exiles cards from the top of their library until they exile a nonland card. Until end of turn, you may cast that card without paying its mana cost.","rare",2,0.39
6,"Create a token that's a copy of target artifact or creature.
Cipher (Then you may exile this spell card encoded on a creature you control. Whenever that creature deals combat damage to a player, its controller may cast a copy of the encoded card without paying its mana cost.)","rare",4,0.18
5,"At the beginning of your upkeep, exile the top card of each opponent's library. Until end of turn, you may cast spells from among those exiled cards, and you may spend mana as though it were mana of any color to cast those spells.","rare",2,0.36
2,"Target creature gets +3/+1 until end of turn. If it's your turn, that creature gains trample until end of turn. Otherwise, it gains first strike until end of turn.","common",2,0.07
2,"Return target creature with mana value X to its owner's hand. You create X 1/1 blue Faerie creature tokens with flying.","rare",5,0.25
3,"Destroy target artifact and target enchantment.","uncommon",1,0.14
5,"Trample","common",1,0.05
3,"Reveal the top seven cards of your library, then put those cards on the bottom of your library in any order. If a card named Stomping Slabs was revealed this way, Stomping Slabs deals 7 damage to any target.","uncommon",1,0.13
5,"{T}: Destroy target tapped nonblack creature. Activate only during your turn, before attackers are declared.","rare",1,45.97
4,"{T}: Target creature you control with toughness less than Stone Giant's power gains flying until end of turn. Destroy that creature at the beginning of the next end step.","uncommon",17,2.57
5,"","common",3,0.02
2,"{W}, {T}: You gain 1 life.","common",2,0.09
2,"Whenever Stone Haven Pilgrim attacks, if you control an artifact or enchantment, Stone Haven Pilgrim gets +1/+1 and gains lifelink until end of turn.","uncommon",2,0.06
6,"This spell costs {1} less to cast for each attacking creature.
Create a 6/12 colorless Construct artifact creature token with trample. Exile it at the beginning of your next end step.","rare",1,0.21
5,"{R}: Stone Kavu gets +1/+0 until end of turn.
{W}: Stone Kavu gets +0/+1 until end of turn.","common",1,0.1
4,"When Stone Retrieval Unit enters the battlefield, create a tapped Powerstone token. (It's an artifact with ""{T}: Add {C}. This mana can't be spent to cast a nonartifact spell."")","common",1,0.02
1,"If a creature an opponent controls would die, exile it instead.
{2}, {T}, Sacrifice Stone of Erech: Exile target player's graveyard. Draw a card.","uncommon",2,0.84
5,"Whenever Stone-Cold Basilisk blocks or becomes blocked by a creature with fewer letters in its name, destroy that creature at end of combat. (Punctuation and spaces aren't letters.)
Whenever an opponent reads Stone-Cold Basilisk, that player is turned to stone until end of turn. Stoned players can't attack, block, cast spells, or activate abilities.","uncommon",1,0.27
4,"Landfall — Whenever a land enters the battlefield under your control, untap Stone-Seeder Hierophant.
{T}: Untap target land.","common",1,0.43
1,"Whenever one or more cards are put into exile during your turn, put a +1/+1 counter on Stonebinder's Familiar. This ability triggers only once each turn.","uncommon",1,0.02
3,"Whenever one or more cards leave your graveyard, scry 1.","common",1,0.04
3,"Flash
Flying
When Stonecloaker enters the battlefield, return a creature you control to its owner's hand.
When Stonecloaker enters the battlefield, exile target card from a graveyard.","uncommon",6,0.11
0,"Reach, trample, protection from multicolored
Stonecoil Serpent enters the battlefield with X +1/+1 counters on it.","rare",8,0.39
3,"{2}{B}: Stonefare Crocodile gains lifelink until end of turn. (Damage dealt by this creature also causes you to gain that much life.)","common",2,0.08
1,"Cohort — {T}, Tap an untapped Ally you control: Look at the top four cards of your library. You may reveal an Equipment card from among them and put it into your hand. Put the rest on the bottom of your library in any order.","uncommon",1,0.06
2,"When Stoneforge Mystic enters the battlefield, you may search your library for an Equipment card, reveal it, put it into your hand, then shuffle.
{1}{W}, {T}: You may put an Equipment card from your hand onto the battlefield.","rare",10,29.68
5,"Stonefury deals damage to target creature equal to the number of lands you control.","common",2,0.02
5,"Vigilance
{1}{W}, {T}: Search your library for an Equipment card, put it onto the battlefield, attach it to a creature you control, then shuffle.","rare",5,1.39
8,"Trample, indestructible
Whenever another creature you control attacks, it gains trample and indestructible until end of turn.","rare",4,1.07
6,"{5}{W}: Stonehorn Chanter gains vigilance and lifelink until end of turn. (Attacking doesn't cause it to tap. Damage dealt by it also causes you to gain that much life.)","uncommon",1,0.06
4,"When Stonehorn Dignitary enters the battlefield, target opponent skips their next combat phase.","special",2,0.3
2,"Flying
{4}, Exile a card from your graveyard: Target creature gains flying until end of turn.","common",1,0.02
3,"At the beginning of each player's end step, that player sacrifices an untapped land.","uncommon",1,0.29
5,"{6}{R}{R}: Monstrosity 3. (If this creature isn't monstrous, put three +1/+1 counters on it and it becomes monstrous.)
When Stoneshock Giant becomes monstrous, creatures without flying your opponents control can't block this turn.","uncommon",4,0.15
3,"Flash
Enchant creature
Enchanted creature gets +0/+10.","uncommon",1,0.19
4,"{T}: Add {C}{C}.
{2}, {T}, Sacrifice Stonespeaker Crystal: Exile any number of target players' graveyards. Draw a card.","uncommon",2,0.08
1,"Bargain (You may sacrifice an artifact, enchantment, or token as you cast this spell.)
Stonesplitter Bolt deals X damage to target creature or planeswalker. If this spell was bargained, it deals twice X damage to that permanent instead.","uncommon",1,0.04
2,"{4}{W}: Prevent all damage that would be dealt to Stonewise Fortifier by target creature this turn.","common",1,0.02
4,"Split second (As long as this spell is on the stack, players can't cast spells or activate abilities that aren't mana abilities.)
Target creature gets +5/+5 and gains shroud until end of turn. (It can't be the target of spells or abilities.)","rare",1,0.85
2,"{7}{G}: Stonewood Invoker gets +5/+5 until end of turn.","common",4,0.01
2,"Stonework Packbeast is also a Cleric, Rogue, Warrior, and Wizard.
{2}: Add one mana of any color.","common",1,0.02
